timestamp,open,high,low,close,volume
2020-01-01 00:56:00,94.817,95.0982,94.8103,94.8616,14587
2020-01-01 00:57:00,94.3706,95.0396,94.1727,94.707,11192
2020-01-01 00:58:00,94.9682,95.3405,94.707,94.8726,9480
2020-01-01 00:59:00,95.0724,95.9989,94.5643,95.3604,18421
2020-01-01 01:00:00,95.1487,95.2839,95.025,95.1208,28061
2020-01-01 01:01:00,95.0756,95.2345,94.7565,95.0279,7198
2020-01-01 01:02:00,94.6519,94.8761,94.4295,94.4748,12556
2020-01-01 01:03:00,94.233,94.4011,93.6907,93.8767,22207
2020-01-01 01:04:00,94.01,94.802,93.8848,94.2829,11323
2020-01-01 01:05:00,94.9506,95.4864,94.8742,94.9611,46424
2020-01-01 01:06:00,94.8698,95.1151,94.5376,94.925,4973
2020-01-01 01:07:00,95.5136,95.6599,95.3799,95.4268,43144
2020-01-01 01:08:00,95.6508,95.6918,94.9221,95.6076,14183
2020-01-01 01:09:00,95.2146,95.549,94.9264,95.2851,44313
2020-01-01 01:10:00,95.3776,95.6889,95.0357,95.4658,31171
2020-01-01 01:11:00,96.0115,96.4389,95.9585,96.2348,12859
2020-01-01 01:12:00,96.4144,96.44,96.0978,96.2169,46765
2020-01-01 01:13:00,97.091,97.4442,96.9859,96.9992,33967
2020-01-01 01:14:00,95.8729,96.0005,95.4833,95.6893,17338
2020-01-01 01:15:00,96.0382,96.3516,95.7991,96.1003,25910
2020-01-01 01:16:00,96.0124,96.542,95.6046,96.1438,20797
2020-01-01 01:17:00,95.7786,96.0923,95.3943,95.9943,17562
2020-01-01 01:18:00,96.112,96.1869,95.8911,96.0402,26025
2020-01-01 01:19:00,94.8384,95.0949,94.6597,95.0464,2724
2020-01-01 01:20:00,95.3063,95.3888,94.7568,94.9366,34947
2020-01-01 01:21:00,94.8536,95.2894,94.611,95.1151,22219
2020-01-01 01:22:00,95.9088,96.777,95.7739,95.8541,18251
2020-01-01 01:23:00,95.9083,96.2661,95.3959,95.5949,49299
2020-01-01 01:24:00,95.3105,95.8489,95.0635,95.1907,34745
2020-01-01 01:25:00,94.9749,95.1587,94.4014,94.9398,47475
2020-01-01 01:26:00,95.2038,95.7175,94.9512,95.3975,33762
2020-01-01 01:27:00,95.2855,95.603,94.9136,95.5619,14522
2020-01-01 01:28:00,95.451,95.5073,95.2162,95.297,21024
2020-01-01 01:29:00,95.8549,96.1535,95.3544,95.5536,42625
2020-01-01 01:30:00,95.5144,95.6186,95.3482,95.6022,44032
2020-01-01 01:31:00,95.8587,96.3243,95.4817,96.0865,11715
2020-01-01 01:32:00,95.2438,96.131,94.9336,95.7355,38065
2020-01-01 01:33:00,95.3755,95.8313,95.2169,95.5716,9038
2020-01-01 01:34:00,95.3528,95.5554,95.3471,95.3756,7732
2020-01-01 01:35:00,94.9636,95.2818,94.6341,94.6438,46927
2020-01-01 01:36:00,94.9265,95.217,94.1466,94.7919,4550
2020-01-01 01:37:00,94.9834,95.535,94.5572,94.9224,24920
2020-01-01 01:38:00,94.8449,95.4481,94.7948,94.925,20834
2020-01-01 01:39:00,94.691,95.0206,94.6392,94.8077,39358
2020-01-01 01:40:00,94.3811,94.954,93.9463,94.1,38853
2020-01-01 01:41:00,93.9298,94.1669,93.7506,93.8897,44442
2020-01-01 01:42:00,93.2978,94.1866,92.7666,93.7183,46033
2020-01-01 01:43:00,93.1825,93.5666,93.0269,93.3172,49915
2020-01-01 01:44:00,93.0649,93.4004,93.0113,93.2365,22514
2020-01-01 01:45:00,93.3293,93.5942,93.1423,93.4386,42523
2020-01-01 01:46:00,94.4942,94.5244,94.0616,94.3816,40989
2020-01-01 01:47:00,94.4474,94.6232,94.4046,94.4689,42206
2020-01-01 01:48:00,94.5823,94.9732,94.2087,94.5977,47598
2020-01-01 01:49:00,94.8232,94.9601,94.2937,94.5605,17257
2020-01-01 01:50:00,93.4618,94.0846,93.1781,93.6011,25980
2020-01-01 01:51:00,93.9607,94.0078,93.4592,93.5878,48684
2020-01-01 01:52:00,93.4837,93.7552,93.3731,93.618,23901
2020-01-01 01:53:00,94.8674,95.2576,94.7711,94.8496,18611
2020-01-01 01:54:00,94.6972,94.8427,94.0993,94.7534,9824
2020-01-01 01:55:00,94.9289,94.9928,94.7861,94.9042,7435
2020-01-01 01:56:00,94.9757,95.0677,94.8232,94.8868,23804
2020-01-01 01:57:00,94.3892,94.6576,94.0417,94.3025,46309
2020-01-01 01:58:00,94.7233,95.0199,94.2133,94.8739,39910
2020-01-01 01:59:00,95.0253,95.645,95.0035,95.2499,9850
2020-01-01 02:00:00,96.146,96.3943,95.3253,95.6454,30883
2020-01-01 02:01:00,95.0939,95.2636,94.997,95.1907,24888
2020-01-01 02:02:00,96.0319,96.5545,95.7716,95.8921,28997
2020-01-01 02:03:00,94.8696,95.4266,94.4417,95.1912,13744
2020-01-01 02:04:00,95.4287,95.8077,95.0082,95.4846,32137
2020-01-01 02:05:00,96.5544,97.0049,96.4257,96.5798,40068
2020-01-01 02:06:00,96.1791,97.26,96.0335,96.0845,10075
2020-01-01 02:07:00,95.2569,95.8139,94.8013,95.8014,42656
2020-01-01 02:08:00,95.8844,96.3106,95.6622,95.8512,13616
2020-01-01 02:09:00,95.3695,95.9033,95.2853,95.5995,14617
2020-01-01 02:10:00,94.889,95.1878,94.5684,94.8241,9906
2020-01-01 02:11:00,94.6512,95.3907,94.5766,94.8584,37757
2020-01-01 02:12:00,94.1562,94.4531,93.5827,94.3273,30744
2020-01-01 02:13:00,94.5093,94.7137,94.054,94.5641,32381
2020-01-01 02:14:00,93.8939,94.2003,93.8207,94.1044,44965
2020-01-01 02:15:00,94.7842,94.9341,94.5504,94.8793,43299
2020-01-01 02:16:00,94.249,94.5833,94.0304,94.4877,10935
2020-01-01 02:17:00,93.96,94.7955,93.5208,94.3267,41182
2020-01-01 02:18:00,94.937,95.0805,94.2648,94.7334,16878
2020-01-01 02:19:00,93.8588,94.2094,93.5849,94.118,11870
2020-01-01 02:20:00,94.196,94.284,94.0473,94.2317,24070
2020-01-01 02:21:00,95.0359,95.1044,94.6585,94.8853,30020
2020-01-01 02:22:00,93.9586,94.6558,93.8959,94.0816,49874
2020-01-01 02:23:00,94.0088,94.3479,93.6686,94.1739,6400
2020-01-01 02:24:00,94.3491,94.5553,93.9763,94.3038,26376
2020-01-01 02:25:00,94.9183,95.3496,94.2174,94.6947,34374
2020-01-01 02:26:00,93.8424,94.4226,93.6121,94.0763,30015
2020-01-01 02:27:00,93.386,93.7638,93.0244,93.416,43877
2020-01-01 02:28:00,93.3305,93.6861,92.682,93.677,4109
2020-01-01 02:29:00,93.7468,94.4482,93.1954,93.8255,17749
2020-01-01 02:30:00,93.9576,94.0911,93.9471,93.9507,46436
2020-01-01 02:31:00,93.953,94.6448,93.8661,94.124,32869
2020-01-01 02:32:00,93.6925,94.1947,93.2508,93.7839,41111
2020-01-01 02:33:00,93.6184,94.1309,93.2222,93.9001,5041
2020-01-01 02:34:00,94.062,94.5579,93.9865,94.0466,10176
2020-01-01 02:35:00,93.9006,94.2346,93.3478,93.6894,41764
2020-01-01 02:36:00,94.4029,94.8162,94.0366,94.6223,42450
2020-01-01 02:37:00,94.7347,95.1808,94.3342,94.8592,15528
2020-01-01 02:38:00,94.3641,94.4222,94.0691,94.2636,46933
2020-01-01 02:39:00,94.8343,94.8657,94.5295,94.5919,31029
2020-01-01 02:40:00,93.8059,94.2084,93.6224,94.1045,4644
2020-01-01 02:41:00,94.4643,94.731,94.1958,94.4981,5224
2020-01-01 02:42:00,95.134,95.3579,94.9775,95.0774,32749
2020-01-01 02:43:00,94.6466,94.7466,94.3259,94.667,29646
2020-01-01 02:44:00,94.6533,95.2508,94.3195,95.1487,3026
2020-01-01 02:45:00,95.4553,95.6689,94.8369,95.3551,33201
2020-01-01 02:46:00,96.07,96.1255,95.3609,95.7661,1020
2020-01-01 02:47:00,96.7379,96.9829,96.4293,96.7145,16554
2020-01-01 02:48:00,96.3856,96.6094,96.2748,96.5918,48954
2020-01-01 02:49:00,96.1123,96.2406,96.0074,96.215,11689
2020-01-01 02:50:00,96.1242,96.2027,95.7331,95.7702,6018
2020-01-01 02:51:00,95.5443,96.0742,95.1775,95.3623,45523
2020-01-01 02:52:00,95.4518,95.4915,95.2123,95.3237,24455
2020-01-01 02:53:00,95.5656,95.867,95.3506,95.4943,46707
2020-01-01 02:54:00,95.5004,95.7015,95.4802,95.6327,35221
2020-01-01 02:55:00,96.0061,96.1177,95.8765,96.0463,11663
2020-01-01 02:56:00,96.0372,96.0885,95.9801,96.0528,22640
2020-01-01 02:57:00,96.8894,96.9071,95.9676,96.7795,11321
2020-01-01 02:58:00,96.949,97.0329,96.4415,96.6472,23845
2020-01-01 02:59:00,98.231,98.5187,97.9323,98.0073,27988
2020-01-01 03:00:00,98.0362,98.7597,97.8358,98.3201,46820
2020-01-01 03:01:00,97.9363,98.1326,97.7226,97.8915,23370
2020-01-01 03:02:00,97.5034,97.7729,97.1114,97.3561,32075
2020-01-01 03:03:00,97.7211,97.9448,97.3826,97.5973,34703
2020-01-01 03:04:00,97.3598,97.5321,97.358,97.4856,9426
2020-01-01 03:05:00,98.4254,98.6556,97.5347,97.8426,30310
2020-01-01 03:06:00,97.8238,98.2932,97.5858,98.0792,9530
2020-01-01 03:07:00,97.8262,98.2791,97.7775,98.0428,45987
2020-01-01 03:08:00,97.6661,97.924,97.1592,97.6194,37293
2020-01-01 03:09:00,97.2853,97.6144,96.613,96.862,27078
2020-01-01 03:10:00,96.4715,96.7553,96.4206,96.6387,6978
2020-01-01 03:11:00,97.0138,97.0721,97.0071,97.0669,25191
2020-01-01 03:12:00,97.3894,97.462,97.0342,97.174,12875
2020-01-01 03:13:00,96.5475,97.1141,96.3241,96.5511,11682
2020-01-01 03:14:00,96.5708,97.1542,96.4662,96.6377,13707
2020-01-01 03:15:00,96.9435,97.0257,96.7593,96.8304,18089
2020-01-01 03:16:00,96.4429,96.4947,96.0208,96.3884,5847
2020-01-01 03:17:00,96.6714,97.0447,96.1449,96.4653,21728
2020-01-01 03:18:00,96.7527,97.4562,96.3129,96.4944,11532
2020-01-01 03:19:00,95.9843,96.1378,95.8463,95.9229,46262
2020-01-01 03:20:00,96.1601,96.2763,95.3048,96.1018,10316
2020-01-01 03:21:00,96.425,96.5259,96.3708,96.3822,39102
2020-01-01 03:22:00,97.0215,97.0736,96.8514,96.9237,24851
2020-01-01 03:23:00,97.4617,97.8958,97.2651,97.4506,10791
2020-01-01 03:24:00,96.7617,96.9638,96.5354,96.7618,38298
2020-01-01 03:25:00,96.5322,96.8196,96.0784,96.2929,1238
2020-01-01 03:26:00,96.8536,96.8677,96.4193,96.5504,26723
2020-01-01 03:27:00,96.5058,97.2271,96.1944,96.8073,13805
2020-01-01 03:28:00,97.0668,97.6907,96.7581,97.0648,16072
2020-01-01 03:29:00,98.8534,99.45,98.7173,98.9912,45868
2020-01-01 03:30:00,99.2144,99.3845,99.192,99.2766,21628
2020-01-01 03:31:00,99.9249,99.9344,99.6578,99.8444,19488
2020-01-01 03:32:00,100.4553,100.5183,100.1032,100.3214,11395
2020-01-01 03:33:00,100.6247,100.7577,100.468,100.6471,21052
2020-01-01 03:34:00,100.1068,101.093,99.7173,100.4895,5631
2020-01-01 03:35:00,100.6759,101.1158,100.3966,100.8689,19546
2020-01-01 03:36:00,100.6618,100.9402,99.8429,100.4825,15939
2020-01-01 03:37:00,99.816,100.3647,99.2072,100.3641,7474
2020-01-01 03:38:00,100.3589,100.3772,100.093,100.1214,38229
2020-01-01 03:39:00,100.2666,100.6196,99.8185,100.1624,37333
2020-01-01 03:40:00,101.5829,102.0217,101.1996,101.3197,29193
2020-01-01 03:41:00,100.3464,100.4579,100.0424,100.3861,20317
2020-01-01 03:42:00,100.3169,100.969,100.2641,100.7292,36876
2020-01-01 03:43:00,100.0089,100.1181,99.5372,99.9228,34232
2020-01-01 03:44:00,99.9418,99.944,98.627,99.6869,11226
2020-01-01 03:45:00,100.4163,100.4776,100.1507,100.2314,44854
2020-01-01 03:46:00,100.131,100.4699,100.0472,100.2635,28361
2020-01-01 03:47:00,99.742,99.8338,99.3255,99.7246,36688
2020-01-01 03:48:00,99.2604,99.5412,99.2494,99.367,6909
2020-01-01 03:49:00,99.5429,99.9772,99.242,99.7068,23362
2020-01-01 03:50:00,99.5327,99.5612,99.2054,99.3416,7629
2020-01-01 03:51:00,99.2103,99.8391,99.1091,99.4498,17782
2020-01-01 03:52:00,99.2938,99.6896,98.9776,99.4726,2075
2020-01-01 03:53:00,98.926,100.1066,98.1866,99.1468,44779
2020-01-01 03:54:00,99.9207,100.3671,99.9168,100.2188,8598
2020-01-01 03:55:00,100.565,100.5763,100.4157,100.5357,32633
2020-01-01 03:56:00,99.7555,99.7963,99.115,99.5232,19246
2020-01-01 03:57:00,99.5794,100.2104,99.4209,99.6164,28855
2020-01-01 03:58:00,98.9843,99.458,98.8294,99.2855,22922
2020-01-01 03:59:00,99.8797,100.0388,99.4353,99.7117,14771
2020-01-01 04:00:00,99.6526,100.1456,98.8677,99.3155,19950
2020-01-01 04:01:00,99.1288,99.3675,99.087,99.2581,12432
2020-01-01 04:02:00,99.4149,99.6566,99.2854,99.5106,28325
2020-01-01 04:03:00,100.0466,100.2824,99.6596,99.9435,27560
2020-01-01 04:04:00,99.6677,99.9076,99.1408,99.3433,39027
2020-01-01 04:05:00,99.0721,99.7185,99.0021,99.1761,40258
2020-01-01 04:06:00,98.6721,99.3213,98.3579,98.9386,21537
2020-01-01 04:07:00,98.7382,99.0004,98.3005,98.6119,29343
2020-01-01 04:08:00,99.6545,99.6973,99.4744,99.4946,17125
2020-01-01 04:09:00,99.6984,99.8503,99.2116,99.6971,1657
2020-01-01 04:10:00,98.9551,99.0683,98.4954,99.0667,21438
2020-01-01 04:11:00,99.7245,100.0747,99.3943,99.5256,27086
2020-01-01 04:12:00,100.6923,100.6936,100.204,100.5867,32184
2020-01-01 04:13:00,100.9492,101.265,100.3914,101.1029,10577
2020-01-01 04:14:00,100.3531,100.6071,100.0621,100.3433,32085
2020-01-01 04:15:00,99.8308,100.2867,99.8307,100.1011,31912
2020-01-01 04:16:00,100.8718,100.978,100.6869,100.7346,36382
2020-01-01 04:17:00,100.3283,100.9486,100.1095,100.3808,48397
2020-01-01 04:18:00,100.5155,101.0316,99.8436,100.6027,1771
2020-01-01 04:19:00,100.9834,101.1648,100.9261,100.99,32730
2020-01-01 04:20:00,100.5346,100.58,100.3005,100.5265,19958
2020-01-01 04:21:00,100.6757,101.0961,100.4618,100.4968,48538
2020-01-01 04:22:00,98.9943,99.2327,98.8394,98.8761,41701
2020-01-01 04:23:00,98.3326,99.052,98.2537,98.3639,40125
2020-01-01 04:24:00,98.3904,98.7066,97.7691,98.2376,22099
2020-01-01 04:25:00,97.6939,97.7953,97.4499,97.6138,19381
2020-01-01 04:26:00,98.3446,98.966,98.204,98.43,35850
2020-01-01 04:27:00,97.6899,97.9842,97.1902,97.7149,28004
2020-01-01 04:28:00,97.4652,97.7048,97.4067,97.4949,9963
2020-01-01 04:29:00,97.6613,97.7381,97.4373,97.5602,40131
2020-01-01 04:30:00,98.2075,98.3671,98.0624,98.2809,2163
2020-01-01 04:31:00,97.4849,97.6497,97.3599,97.5629,7941
2020-01-01 04:32:00,98.5383,98.7859,98.0913,98.1445,23792
2020-01-01 04:33:00,98.3376,98.4172,97.759,98.1496,5882
2020-01-01 04:34:00,97.5068,97.7743,97.4132,97.6589,46391
2020-01-01 04:35:00,98.0041,98.4089,97.8282,97.8899,17285
2020-01-01 04:36:00,98.0131,98.3204,97.9526,97.9895,6056
2020-01-01 04:37:00,97.7677,97.9691,97.5193,97.6894,4693
2020-01-01 04:38:00,97.7517,98.0778,97.5276,97.7243,23060
2020-01-01 04:39:00,97.7695,97.8335,97.4844,97.5316,28926
2020-01-01 04:40:00,97.6575,97.8876,97.5192,97.5884,27955
2020-01-01 04:41:00,97.907,98.0772,97.3897,97.9194,1772
2020-01-01 04:42:00,98.9209,98.9984,98.4728,98.7124,1723
2020-01-01 04:43:00,98.1402,98.2381,97.93,98.0935,18602
2020-01-01 04:44:00,99.1843,99.8778,99.1068,99.16,30302
2020-01-01 04:45:00,98.2468,98.2693,97.5762,98.184,14354
2020-01-01 04:46:00,98.0894,98.2935,97.8471,98.1081,30651
2020-01-01 04:47:00,98.4041,98.9866,98.2081,98.4023,43241
2020-01-01 04:48:00,98.4254,98.801,98.3429,98.5428,38305
2020-01-01 04:49:00,98.0812,98.5575,98.0712,98.2314,47375
2020-01-01 04:50:00,97.9276,98.4137,97.7308,98.1273,33698
2020-01-01 04:51:00,97.6025,98.0055,97.5205,97.8808,10923
2020-01-01 04:52:00,97.4102,97.8968,97.0625,97.5862,10844
2020-01-01 04:53:00,97.9761,98.1144,97.8825,98.011,47755
2020-01-01 04:54:00,98.2101,98.2781,98.1123,98.1895,8975
2020-01-01 04:55:00,97.7888,98.0323,97.6856,97.843,26477
2020-01-01 04:56:00,97.8217,98.6269,97.748,98.2928,47477
2020-01-01 04:57:00,98.7614,99.3828,98.0619,98.4465,12388
2020-01-01 04:58:00,99.0702,99.1107,98.6118,98.8529,31192
2020-01-01 04:59:00,99.2569,99.5387,98.7719,99.1677,9036
2020-01-01 05:00:00,99.1347,99.2377,98.7189,98.7532,14088
2020-01-01 05:01:00,98.2777,98.6998,98.2735,98.4731,41082
2020-01-01 05:02:00,99.2243,99.5737,98.2013,98.8468,41648
2020-01-01 05:03:00,98.9589,99.2984,98.86,99.152,24506
2020-01-01 05:04:00,99.1893,99.3079,98.8468,99.1415,3399
2020-01-01 05:05:00,98.9454,99.5639,98.8139,99.2002,22339
2020-01-01 05:06:00,99.8419,100.0874,99.6899,99.839,33091
2020-01-01 05:07:00,99.6205,100.2304,99.5211,99.5432,29539
2020-01-01 05:08:00,99.7858,99.9662,99.7198,99.8168,18758
2020-01-01 05:09:00,99.8584,100.1615,99.431,99.7157,40052
2020-01-01 05:10:00,99.6266,100.1018,99.3508,99.6068,32913
2020-01-01 05:11:00,100.0517,100.5093,99.9495,100.1562,12488
2020-01-01 05:12:00,100.4556,100.6157,100.2989,100.5689,34513
2020-01-01 05:13:00,101.1379,101.1727,100.6475,100.9757,31940
2020-01-01 05:14:00,101.4977,101.8068,101.412,101.6284,22868
2020-01-01 05:15:00,101.822,102.1906,101.3194,101.6389,31832
2020-01-01 05:16:00,102.2244,102.3219,101.6905,101.9799,45280
2020-01-01 05:17:00,101.491,102.1833,100.929,101.8248,27069
2020-01-01 05:18:00,102.2134,102.5713,101.6619,101.9869,20904
2020-01-01 05:19:00,102.3339,102.7769,101.6693,101.9218,32791
2020-01-01 05:20:00,102.0207,102.3409,101.9666,101.9703,20806
2020-01-01 05:21:00,102.3877,102.6425,101.8153,102.2679,36923
2020-01-01 05:22:00,102.0661,102.178,101.5277,101.8587,49726
2020-01-01 05:23:00,102.8498,103.2484,102.624,102.9049,27576
2020-01-01 05:24:00,102.4384,102.5875,102.2689,102.4019,7025
2020-01-01 05:25:00,101.532,101.9583,101.4573,101.7948,7061
2020-01-01 05:26:00,102.4016,102.4037,102.1562,102.3739,5240
2020-01-01 05:27:00,102.8693,103.2049,102.7267,102.7697,46817
2020-01-01 05:28:00,103.185,103.6157,102.9514,103.0818,15880
2020-01-01 05:29:00,103.609,103.9639,103.2474,103.396,27944
2020-01-01 05:30:00,103.2349,103.7667,102.639,103.3898,34939
2020-01-01 05:31:00,102.8347,103.3326,102.6057,102.9412,28329
2020-01-01 05:32:00,103.3582,103.628,102.6771,102.9791,12151
2020-01-01 05:33:00,102.6105,102.9718,102.0529,102.6405,33712
2020-01-01 05:34:00,103.1681,103.3362,103.0418,103.1281,27240
2020-01-01 05:35:00,103.0412,103.2181,102.6483,103.0546,3722
2020-01-01 05:36:00,102.4775,102.6451,101.9348,102.6418,25017
2020-01-01 05:37:00,102.8058,103.2271,102.2617,102.4811,9874
2020-01-01 05:38:00,102.582,103.26,102.2855,102.6876,29484
2020-01-01 05:39:00,102.1803,102.4835,101.7892,102.4057,18893
2020-01-01 05:40:00,101.9045,102.7924,101.446,101.9946,41703
2020-01-01 05:41:00,101.7161,102.2056,101.5053,102.1165,36031
2020-01-01 05:42:00,102.1087,102.5194,101.9357,102.2389,40654
2020-01-01 05:43:00,101.7918,102.0529,101.7473,101.9855,3284
2020-01-01 05:44:00,101.8734,102.0914,101.6619,101.7499,44103
2020-01-01 05:45:00,101.7313,101.9731,101.6232,101.866,16542
2020-01-01 05:46:00,101.3195,101.6899,100.6767,101.1419,20343
2020-01-01 05:47:00,100.7179,100.9838,99.6557,100.4382,37034
2020-01-01 05:48:00,100.2352,100.3316,100.0478,100.079,26849
2020-01-01 05:49:00,99.9292,100.2919,99.7931,99.9723,7215
2020-01-01 05:50:00,100.1559,100.3857,100.1108,100.1277,19399
2020-01-01 05:51:00,100.5604,101.0022,100.1752,100.8654,42877
2020-01-01 05:52:00,101.2675,101.3853,101.0187,101.2942,10143
2020-01-01 05:53:00,101.0422,101.6901,100.7222,101.2142,25047
2020-01-01 05:54:00,101.3436,101.3561,101.0209,101.2047,28600
2020-01-01 05:55:00,101.218,101.7444,100.4007,100.7035,9346
2020-01-01 05:56:00,100.7942,100.9882,99.8858,100.6942,32769
2020-01-01 05:57:00,100.1517,101.1913,99.9611,100.5499,49354
2020-01-01 05:58:00,100.639,100.925,100.4603,100.7112,8564
2020-01-01 05:59:00,100.3221,100.5584,100.095,100.2976,40120
2020-01-01 06:00:00,100.5748,100.8994,100.3157,100.5573,26308
2020-01-01 06:01:00,101.1775,101.6096,100.906,101.3237,14133
2020-01-01 06:02:00,101.3183,101.9193,101.0299,101.2693,4044
2020-01-01 06:03:00,101.2216,101.5683,101.094,101.4701,31972
2020-01-01 06:04:00,101.6262,102.014,101.5345,101.8152,35219
2020-01-01 06:05:00,101.7438,101.7913,101.5813,101.6146,8087
2020-01-01 06:06:00,101.5235,101.8217,101.2426,101.7267,35056
2020-01-01 06:07:00,101.8406,102.3109,101.455,101.733,20631
2020-01-01 06:08:00,101.5079,102.0861,101.3843,101.7818,18759
2020-01-01 06:09:00,101.7482,102.1024,101.3363,101.3953,38047
2020-01-01 06:10:00,101.2527,101.4442,101.0867,101.4075,24875
2020-01-01 06:11:00,101.6118,102.0186,101.3745,101.6565,21357
2020-01-01 06:12:00,102.4482,102.923,101.9323,102.3821,5594
2020-01-01 06:13:00,102.7487,102.8872,102.5159,102.8617,28840
2020-01-01 06:14:00,103.967,104.0615,103.7493,103.9383,48960
2020-01-01 06:15:00,103.6697,103.6896,103.3299,103.5547,1999
2020-01-01 06:16:00,104.1829,104.2114,103.8972,103.9908,32205
2020-01-01 06:17:00,104.2408,104.7379,104.0459,104.0825,7338
2020-01-01 06:18:00,105.143,105.6431,105.0571,105.1774,19426
2020-01-01 06:19:00,104.7439,104.847,104.1113,104.7732,34812
2020-01-01 06:20:00,104.8232,105.1721,104.3219,104.3534,28981
2020-01-01 06:21:00,104.2437,104.8639,103.9182,104.0537,5893
2020-01-01 06:22:00,102.8074,103.69,102.7282,102.9917,23072
2020-01-01 06:23:00,102.7489,102.98,102.585,102.7289,10270
2020-01-01 06:24:00,102.2823,102.535,101.8917,102.3493,14313
2020-01-01 06:25:00,102.3974,102.561,102.0675,102.4245,27133
2020-01-01 06:26:00,102.3495,102.7418,102.1189,102.5954,6260
2020-01-01 06:27:00,103.4511,103.6883,103.3607,103.5335,35904
2020-01-01 06:28:00,104.371,104.5349,103.7386,104.0087,3927
2020-01-01 06:29:00,103.836,103.8646,103.6662,103.7202,2834
2020-01-01 06:30:00,102.7728,103.2962,102.6235,103.271,41522
2020-01-01 06:31:00,103.7603,104.2321,103.4504,103.517,30679
